asset_id,person,project,asset_layer,kind,local_path,derived_from,format_or_codec,width_px,height_px,duration_seconds,source_reported_dimensions_or_duration,source_page,source_media_url,derivation,rights_status,publish_status,notes,sha256
nw-5b0e3510d9af,oliver,Olympics & Toyota — In Due Time,source,Featured still,assets/source/oliver/olympics-toyota-alex-massailas/featured-frame-6.webp,,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-6.webp,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,36e0b84e2f5da99910e55cac74879dc1797a0afa8af2d7aca94c77c882634a99
nw-5dd26f9f36dc,oliver,Olympics & Toyota — In Due Time,source,Derived motion placeholder,assets/source/oliver/olympics-toyota-alex-massailas/motion-placeholder-08s.mp4,,h264,960,540,8.000000,960 × 540; 8.0 s; 30 fps; silent,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://vimeo.com/477261846,Locally assembled from `featured-frame-6.webp` and frames 39–41; source film: https://vimeo.com/477261846,owner-review;replace-with-approved-master,prototype-only;not-source-film,"Internal build placeholder, not a source-video extract. Replace before launch.",08d2496f171302714a6ebb6916cbb36071841d0b90dd734c3d88e8aae512cb11
nw-093ad474f079,oliver,Olympics & Toyota — In Due Time,source,Gallery still,assets/source/oliver/olympics-toyota-alex-massailas/still-frame-39.png,,png,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-39.png,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,9c549891dee1254626303bfca52d4a5fe8ee48831c91ef5bf24954124c1d3ab6
nw-983eac1533ec,oliver,Olympics & Toyota — In Due Time,source,Gallery still,assets/source/oliver/olympics-toyota-alex-massailas/still-frame-40.png,,png,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-40.png,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,2b186ae606eae3dd67a73a8ae78e49ad9107ecfb13830cc7d242e8fa00d60fe3
nw-019e08ab17bb,oliver,Olympics & Toyota — In Due Time,source,Gallery still,assets/source/oliver/olympics-toyota-alex-massailas/still-frame-41.png,,png,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-41.png,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,60a3cbc6c6b69a2c51510b1e37da031ba49c6202443774feeb49d4a88556e90d
nw-9aeaabb0746a,oliver,Olympics & Toyota — In Due Time,source,Gallery still,assets/source/oliver/olympics-toyota-alex-massailas/still-frame-42.png,,png,1240,698,,1240 × 698,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-42.png,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,2ac518fb4d3d489c43c509663278a68e498e278e86ee8d4caae169d21554d919
nw-221fd91d3405,oliver,Tour De France x Toyota,source,Featured still,assets/source/oliver/tour-de-france/featured-frame-5.webp,,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-5.webp,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,d4346709348dfc90c908b62c102a7496c5a0abc99685f70e119eb06d0422593f
nw-310018fecbe6,oliver,Tour De France x Toyota,source,Alternate gallery still,assets/source/oliver/tour-de-france/gallery-frame-5-1.webp,,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-5_1_11zon.webp,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,f3f7165b762eefd9ef1a56b156182a9eabe49884768ad798b5b2ef113050f1c2
nw-3bf75c29bdda,oliver,Tour De France x Toyota,source,Derived motion placeholder,assets/source/oliver/tour-de-france/motion-placeholder-08s.mp4,,h264,960,540,8.000000,960 × 540; 8.0 s; 30 fps; silent,https://oliverhamilton.com/project/tour-de-france/,https://vimeo.com/758886121,"Locally assembled from `featured-frame-5.webp`, frames 60, 62, and 63; source film: https://vimeo.com/758886121",owner-review;replace-with-approved-master,prototype-only;not-source-film,"Internal build placeholder, not a source-video extract. Replace before launch.",1f7428caeb444b4a27ba4cf0c0644a83f6b41af0527a15fb3a4a0b8cf29b45c3
nw-8f2e6527113c,oliver,Tour De France x Toyota,source,Gallery still,assets/source/oliver/tour-de-france/still-frame-60.png,,png,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-60.png,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,4166e89c167d97b522b1e79807654ec002164fde2397c50512549e0b77193b3f
nw-13f56c30bf32,oliver,Tour De France x Toyota,source,Gallery still,assets/source/oliver/tour-de-france/still-frame-61.png,,png,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-61.png,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,24253f076d94de1aa81b5d7bd254727df0c67d08e577242d903adc3aa7396b9e
nw-a8523edead20,oliver,Tour De France x Toyota,source,Gallery still,assets/source/oliver/tour-de-france/still-frame-62.png,,png,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-62.png,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,a7290ef19e4f5df5392ec04d23ec7030286da917636e3158522123ff79125825
nw-c0baed5c355f,oliver,Tour De France x Toyota,source,Gallery still,assets/source/oliver/tour-de-france/still-frame-63.png,,png,1240,698,,1240 × 698,https://oliverhamilton.com/project/tour-de-france/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-63.png,public portfolio rendition,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,f1d62654e5676f32bf8985d402c4475536b28cde99dcef79215a4b8719d16c55
nw-ab30a1a89311,oliver,Mercury — An Unexpected Life,source,Owner-supplied source film,assets/source/oliver videos/an_unexpected_life___helen_mayer (1080p).mp4,,h264,1920,1080,190.441667,,https://oliverhamilton.com/project/mercury-helen-mayer/,https://vimeo.com/867257158,Owner-supplied local film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,856acf3fc6cf34fd96c3a3e45c7f7547b6124cd7e63b7f41093286baba72ec81
nw-fcd566fde715,oliver,"Humu — Make Work Better, Holly",source,Owner-supplied source film,assets/source/oliver videos/humu_vignette_#2 (1080p).mp4,,h264,1920,1080,55.146667,,https://oliverhamilton.com/project/humu-meet-holly/,https://vimeo.com/790211466,Owner-supplied local film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,0a9397f4cd9611d28e91a4a30579cd718c577fe1d39b27a85ffc22b75d27f6c7
nw-86368c19f5e3,oliver,Olympics & Toyota — In Due Time,source,Owner-supplied source film,assets/source/oliver videos/in_due_time_-_toyota_x_olympics (1440p).mp4,,h264,2560,1068,128.766667,,https://oliverhamilton.com/project/olympics-toyota-alex-massailas/,https://vimeo.com/477261846,Owner-supplied local film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,a69a2f8abee1b54467e883434fe35bc2df82dbc9e043f554c1cb70be76bbfd4a
nw-5d2ef7f744ac,oliver,Mercury — One of the Greats,source,Owner-supplied source film,assets/source/oliver videos/one_of_the_greats___josh_fabian (1080p).mp4,,h264,1920,1080,154.196667,,https://oliverhamilton.com/project/mercury-josh-fabian/,https://vimeo.com/867257700,Owner-supplied local film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,2f95f0e8981c602a96a98e2af6c122e0fbf807b7632326259f7e6a5986c1a6e1
nw-bdb9d89c3dff,oliver,Tour De France x Toyota,source,Owner-supplied source film,assets/source/oliver videos/toyota_-_tour_de_france (1080p).mp4,,h264,1920,1080,30.036667,,https://oliverhamilton.com/project/tour-de-france/,https://vimeo.com/758886121,Owner-supplied local film,owner-review,prototype-only,Supplied for this build; confirm final web-use approval before production.,f7f2bdce82b8aa1da8b7d01eeb6e958e4f2eff66f79367683aabf8edd1c289fe
nw-11b5b023a222,anjali,Adobe,web-ready,Portfolio still,assets/web-ready/images/anjali/anjali-adobe-portrait.webp,assets/source/anjali/anjali-adobe-portrait.webp,webp,750,626,,750×626,https://arao.squarespace.com/new-page-10/,https://images.squarespace-cdn.com/content/v1/56246b41e4b0a77217f66aed/1691454923058-QHE9SDX6KQVMAF0XIPHK/Screen+Shot+2023-08-07+at+2.33.06+PM.png?format=750w,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public portfolio asset supplied through the original brief; confirm project credit and reuse rights.,4b078310ac764a0c25018e30a704faf7d703ff988451e4895ab84de694b4df7a
nw-c3937b05f54c,anjali,Rakuten — Duet,web-ready,Motion-derived still,assets/web-ready/images/anjali/anjali-rakuten-duet-frame.webp,,webp,960,540,,960×540,https://arao.squarespace.com/rakuten-produced/,https://vimeo.com/479336941,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Owner-supplied for this build; confirm project credit and final web-use approval before production.,5171bf12bc13f8148beeb27609a73dbea68812e977cc42a192d670cefadfa3f6
nw-255d3ec96c95,anjali,Rakuten,web-ready,Motion-derived still,assets/web-ready/images/anjali/anjali-rakuten.webp,assets/source/anjali/anjali-rakuten.gif,webp,600,338,,600×338,https://arao.squarespace.com/rakuten-produced/,https://images.squarespace-cdn.com/content/v1/56246b41e4b0a77217f66aed/1691442725277-0I7ERC6OIE004151VQP5/rakuten.gif?format=1000w,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Static prototype derivative of the public portfolio GIF; obtain an approved motion master before publication.,f38603dc9396ce975626f0cde275fd635810aa72906ba4faa942839a8b458d26
nw-65af2818faa8,anjali,Stella Artois,web-ready,Portfolio still,assets/web-ready/images/anjali/anjali-stella-artois.webp,assets/source/anjali/anjali-stella-artois.webp,webp,1000,563,,1000×563,https://arao.squarespace.com/stella-produced/,https://images.squarespace-cdn.com/content/v1/56246b41e4b0a77217f66aed/1691430784833-K7H7SS36JTUK8ODGHKV9/Daydream+-+Stella+Artois+-+M.+Ward+Feat.+Alia.jpg?format=1000w,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public portfolio asset supplied through the original brief; confirm project credit and reuse rights.,e2ecb13696e435d216e0516e7306384b1e199bb0e64a805397858e8ec88e4d5a
nw-1a9559b557d3,michael,Arc,web-ready,Still / WebP,assets/web-ready/images/michael/michael_arc_product.webp,assets/source/michael/michael_arc_product.webp,webp,1800,1800,,2500×2500,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/79cb415f-8c93-4840-b569-898b15f23b97/Arc-ProductImage-bkg-2Colors-oneCord-KS.png,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived; source depicts a paired corded product; served as WebP.,815fc42a84151e404e70b17625cbd04fcd30df6bf38b23a723717d29681a5fab
nw-ea928dc27fe3,michael,Brava,web-ready,Animated GIF,assets/web-ready/images/michael/michael_brava-poster.webp,assets/source/michael/michael_brava.gif,webp,1015,1015,,1015×1015; 4.0 s; 8 frames,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/a3cc085e-b26d-4d7f-aec1-100d7e344035/brava-gif.gif,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived. Source GIF is retained.,57983576898014ef99527f5060598377a6773206ed399ea9d8b34f97c27aac26
nw-0906ef8a7ecc,michael,Chanel test,web-ready,Still / WebP,assets/web-ready/images/michael/michael_chanel_test.webp,assets/source/michael/michael_chanel_test.webp,webp,1800,1800,,2290×2290,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/1685743318588-725BDQMYI24GPBSZBERY/2022-6-28%2Bchanel%2Btest5899.jpg,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only;do-not-publish-without-explicit-approval,Filename calls this a test; do not publish under Chanel without explicit approval. Served as WebP.,57ed3d85e7cff745f8100b9fd83085970dc247d341515ecaf8e6ebb74200e4aa
nw-63495fd938c6,michael,Cradlewise,web-ready,Still / WebP,assets/web-ready/images/michael/michael_cradlewise_desktop.webp,assets/source/michael/michael_cradlewise_desktop.webp,webp,1440,1800,,1594×1993,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/1686338034344-6A6Z3XVHU59W0SE3377M/2022-10-6%2BCRADLEWISE%2BDAY%2B2%2Bdesktop3793-Edit-Edit-Edit.jpg,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived; served as WebP.,a51a8efd8aa7698aae48064bf872ac7f73a2cfc43205b50d9ca7ba43f52bfd59
nw-d329ef58eee4,michael,Dune / Tansy,web-ready,Still / WebP,assets/web-ready/images/michael/michael_dune_tansy.webp,assets/source/michael/michael_dune_tansy.webp,webp,1800,1440,,2500×2000,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/1771806887864-M9SEZ4ZJ6FMRJAXU8FBN/2022-9-8%2BDUNE%2BTANSY21219-Edit.jpg,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived and ambiguous; served as WebP.,2258ee88e0d26329ecbeebef5545e4907ea6dfea675f87354e7d952118b4bede
nw-0f1c55bff4e6,michael,Fellow,web-ready,Still / WebP,assets/web-ready/images/michael/michael_fellow.webp,assets/source/michael/michael_fellow.webp,webp,1800,1672,,2500×2322,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/ff196836-edc8-4d2e-90a9-f1462f0bb31e/fellow+33.jpg,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived; served as WebP.,0080d1724aa208f2ca4b57f7e11817c62d796b19a45abd8e3dd3d7db4733ce9f
nw-96098fbbb571,michael,Miss Jones — pancake,web-ready,Still / WebP,assets/web-ready/images/michael/michael_miss_jones_pancake.webp,assets/source/michael/michael_miss_jones_pancake.webp,webp,1440,1800,,2500×3125,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/fefb80b3-7bf1-4bce-932e-5ba7cbf20c43/2022-2-8+miss+jones+pancake20040.jpg,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived; served as WebP.,2aec0c6fd2c22a58114dcd56799ccdfec2a1888b6b52b540b4af5fbaa3290818
nw-a75745d70405,michael,Molekule — in-office,web-ready,Still / WebP,assets/web-ready/images/michael/michael_molekule_office.webp,assets/source/michael/michael_molekule_office.webp,webp,1667,1667,,1667×1667,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/1771807892071-GNLRQ2TV8SJ96Z6FMWCM/2021-4-16%252Bmolekule%252Binoffice%252Bshoot6020-Edit.jpg,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived; served as WebP.,a043744b80f07e38597b4242d5b41dcfa690fcee98dfdd701ff318f3ffcf6ab5
nw-ce4c60932b9d,michael,Native — Cucumber Mint Pride,web-ready,Still / WebP,assets/web-ready/images/michael/michael_native_cucumber_mint_pride.webp,assets/source/michael/michael_native_cucumber_mint_pride.webp,webp,1440,1800,,2500×3124,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/1685742979023-28O1R6MEMUVOD2ZT2CQV/2021_DEC_NATIVE_CUCUMBER-MINT_BW_PRIDE_0025_BD.jpg,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived; served as WebP.,ef77050a3c755bfc3c60d54c3860b6e5464d91e108423c1273b97e0ca6223e39
nw-60447da8ac29,michael,Unnamed native portfolio video,web-ready,working MP4 extract,assets/web-ready/images/michael/michael_native_portfolio_video-poster.webp,assets/source/michael/michael_native_portfolio_video_clip.mp4,webp,640,360,,640×360; 8.008 s,https://newwork.agency/,https://video.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/559c4520-7336-431b-bd72-8ba8ab4c7c78/playlist.m3u8,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Portfolio metadata gives an 88.5885 s source at 16:9 but supplies no title or client. Confirm the project before use.,89556552f9601358d7eb0b4f99aa0206b64a7b1027761db40ed5781fb0bbd72b
nw-5be4c5f87656,michael,Native — stop motion,web-ready,Animated GIF,assets/web-ready/images/michael/michael_native_stop_motion-poster.webp,assets/source/michael/michael_native_stop_motion.gif,webp,1166,1166,,1166×1166 canvas; 2.4 s; 12 frames,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/acf7abef-3426-4f4e-b295-229bf6b016f8/NATIVE_Stop_Motion_02_Working_1920x1080.gif,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived. Source GIF is retained.,37d141236da3bfc12a0c4ef581f6be3bfae03b8191816bb0004d7cdd2a777c9e
nw-aab41367ccae,michael,Specialized Globe,web-ready,Animated GIF,assets/web-ready/images/michael/michael_specialized_globe-poster.webp,assets/source/michael/michael_specialized_globe.gif,webp,1500,1500,,1500×1500; 3.0 s; 6 frames,https://newwork.agency/,https://images.squarespace-cdn.com/content/v1/62a2b5a7ed430f307ef60a37/8527f002-8e20-4777-a59a-d4dae847d8c3/2022-9-25-SPECIALIZED-GLOBE0812.gif,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Project label is filename-derived. Source GIF is retained.,ef227fa388d74eaae8458c10fccd6b46c3d23ace6b45293e32f6d9643bf86d22
nw-d2d7a9a6c1b5,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-8023156-uniform-portrait.webp,assets/source/michael/portfolio-expansion/michael-8023156-uniform-portrait.webp,webp,1760,2200,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,2b4a88b4525a4ed9ab422676fd9664a81a30dfc87f2c7e93a9d2be7f5c803623
nw-b9a9963c03a2,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-8024096-red-suit.webp,assets/source/michael/portfolio-expansion/michael-8024096-red-suit.webp,webp,2083,1667,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,e8bef10e538a72eba970f67699b322b8215830ca687dd613e9778b2de20d78b9
nw-65ede4430dd0,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-ad-interior.webp,assets/source/michael/portfolio-expansion/michael-ad-interior.webp,webp,1603,1069,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,8e8e1ab29d8f991ab9844d22c203791076ab15c96ac59d3fbd51a6ea64ae43ec
nw-3c463970bb90,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-aw50273-dark-portrait.webp,assets/source/michael/portfolio-expansion/michael-aw50273-dark-portrait.webp,webp,1929,1543,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,cdcda8233d20567c3ad9ed48e4b56666d0ec33b36ab8103f261defdef256885f
nw-7525939ead36,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-aw50519-court-bw.webp,assets/source/michael/portfolio-expansion/michael-aw50519-court-bw.webp,webp,2185,1639,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,cab983ab75b5bffa62aec11ef55db143bdd628214691660f4821de2b4f4e7e29
nw-2cc34ed3c859,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-aw51026-court-portrait.webp,assets/source/michael/portfolio-expansion/michael-aw51026-court-portrait.webp,webp,1633,1633,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,4cdbdce68754e48fc21af45445778e87821ef29f22b5605c0e307197353392ee
nw-a48b561e933c,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-aw59536-group.webp,assets/source/michael/portfolio-expansion/michael-aw59536-group.webp,webp,2200,2200,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,885dbee753a271520df196cd8e340b7cf3e16fb7a3b072afceb1f61c77a3448c
nw-d5ff6a9682c5,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-aw59596-double-exposure.webp,assets/source/michael/portfolio-expansion/michael-aw59596-double-exposure.webp,webp,854,1280,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,cb9b51e5083c4f7f423ba21ce359ab451c288db0c4be419a5273769cb0f48793
nw-bf89d9a51d51,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-aw59665-double-exposure.webp,assets/source/michael/portfolio-expansion/michael-aw59665-double-exposure.webp,webp,2200,2200,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,848bf54eefa6fad8fec65e3bed92996a25c3ad0d50f6923b9af403fdf477e036
nw-b2dbad46d122,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-cradlewise-family.webp,assets/source/michael/portfolio-expansion/michael-cradlewise-family.webp,webp,2200,1650,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,911107f8b97952e0de9ca167973dfe334c604b0e51e39f29756aca15951bbc08
nw-823925f34149,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-food-test-sandwich.webp,assets/source/michael/portfolio-expansion/michael-food-test-sandwich.webp,webp,1760,2200,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,33a8bdf3b278e68e2f27e6efdcb78fd061a542d7f42bee8a20c9aee9c5ba67ea
nw-429eada0ff54,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-green-exterior-pair.webp,assets/source/michael/portfolio-expansion/michael-green-exterior-pair.webp,webp,2073,1659,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,ddfc81e1a2d3994d8d58f73e17ecde45ca11dd9ef380039dde5cf8d28e0df72d
nw-5cae5eab1ab7,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-img7198-portrait.webp,assets/source/michael/portfolio-expansion/michael-img7198-portrait.webp,webp,1295,1295,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,6314d2a6ba7c46a4177f690353e98392800d5aee93b98c7832b166480d67b159
nw-8df73bf41c0d,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-img8738-wedding-bw.webp,assets/source/michael/portfolio-expansion/michael-img8738-wedding-bw.webp,webp,2200,1821,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,590dcdf482babd42269b040957cb62328bcb25d72a2815d1b81fbc4c2c1dea63
nw-1d89f75e4fd8,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-molekule-bath.webp,assets/source/michael/portfolio-expansion/michael-molekule-bath.webp,webp,2195,1646,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,8d0f764720d6265f04ffae3f1cfebaeed312ec0fb99b76e31b87c649b2469cbe
nw-6f29f9a6fa88,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-nanu-black-pot.webp,assets/source/michael/portfolio-expansion/michael-nanu-black-pot.webp,webp,1667,1667,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,c5676eb32751344b03a6dd0103e60e1029e9ec6b0e4b7ec3b7023364f8c9c672
nw-0b4644772d60,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-native-haircare-cupcakes.webp,,webp,1080,1080,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,aca92d12540504478ef4e26b8f5da4c78ebcdd4328d47cc3fcc472f1befbab92
nw-e47036dae072,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-poolside-product.webp,assets/source/michael/portfolio-expansion/michael-poolside-product.webp,webp,1440,1800,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,545b91fa19a0b4ee4979532b403a6cb238af597aa528804494d07f3cd80a17a4
nw-09d49e376428,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-product-popcorn.webp,assets/source/michael/portfolio-expansion/michael-product-popcorn.webp,webp,1626,2040,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,916a0f40b1a1a9762c3b3fe764a441b6e9b28a1cad39ed86f9feb3e35f69fe97
nw-6ba1dbc539c0,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-rainbow-cart-portrait.webp,assets/source/michael/portfolio-expansion/michael-rainbow-cart-portrait.webp,webp,1798,1438,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,27fcaed678b73ef3b42f66c4030ce7121e46770e6d1b219b5ab28f56e8376f58
nw-991300dbb47c,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-rob-summerlin-curlers.webp,assets/source/michael/portfolio-expansion/michael-rob-summerlin-curlers.webp,webp,1665,1665,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,fb4375257a4abda9c8f42b329543e2846c2961d2e03c53e97cd3f2b7e5706609
nw-f63c1d378501,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-skincare-blue-still.webp,assets/source/michael/portfolio-expansion/michael-skincare-blue-still.webp,webp,1360,2042,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,8625b1699b5405a93e898f4ec9e2eca66597b5e628e273dccef7b68f76417c65
nw-6c74d3f0728f,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-sports-product-graphic.webp,assets/source/michael/portfolio-expansion/michael-sports-product-graphic.webp,webp,1226,1533,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,274e0196f1849aac23ed257157a7e9e6b34fc8117cf2fca8b2b0e3dec8be264a
nw-e5746a64cfdb,michael,,web-ready,image,assets/web-ready/images/michael/portfolio-expansion/michael-wow-rainbow-pavement.webp,assets/source/michael/portfolio-expansion/michael-wow-rainbow-pavement.webp,webp,2200,1466,,,,,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,,1d398b094640c390cc114cf9687a45e82da88199cf850562441adf5ae0ac2e38
nw-a894879cf26d,oliver,"Humu — Make Work Better, Holly",web-ready,Featured still,assets/web-ready/images/oliver/humu-meet-holly/featured-frame-15.webp,assets/source/oliver/humu-meet-holly/featured-frame-15.webp,webp,1240,698,,1240 × 698,https://oliverhamilton.com/project/humu-meet-holly/,https://oliverhamilton.com/wp-content/uploads/2025/01/Frame-15.webp,normalized/extracted WebP derivative,owner-review;replace-with-approved-master,prototype-only,Public page asset; rights confirmation required.,d587d6434fa9fb1a68c4470049be57adbbc5683f9ed3001e21ba3a12cec0d939
